point	title	description	icon	iconSize	iconOffset
42.92085,-2.051423			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.920875,-2.051439			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.920899,-2.051455			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.920923,-2.051471			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.920947,-2.051487			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.920972,-2.051503			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.920996,-2.051519			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.92102,-2.051535			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.921045,-2.051552			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.921069,-2.051568			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.921093,-2.051584			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.921117,-2.0516			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.921142,-2.051616			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.921166,-2.051632			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.92119,-2.051648			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.921215,-2.051664			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.921239,-2.05168			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.921263,-2.051696			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.921287,-2.051712			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.921312,-2.051728			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.921336,-2.051744			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.92136,-2.05176			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.921384,-2.051776			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.921409,-2.051793			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.921433,-2.051809			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.921457,-2.051826			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.921481,-2.051842			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.921505,-2.051858			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.921529,-2.051875			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.921553,-2.051891			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.921578,-2.051907			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.921602,-2.051924			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.921626,-2.05194			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.92165,-2.051957			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.921674,-2.051973			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.921698,-2.051989			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.921723,-2.052006			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.921747,-2.052022			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.921771,-2.052038			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.921795,-2.052055			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.921819,-2.052071			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.921843,-2.052088			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.921867,-2.052104			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.921892,-2.05212			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.921916,-2.052137			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.92194,-2.052153			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.921964,-2.05217			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.921988,-2.052186			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.922013,-2.052202			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.922037,-2.052218			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.922061,-2.052233			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.922086,-2.052249			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.92211,-2.052265			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.922134,-2.052281			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.922159,-2.052296			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.922183,-2.052312			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.922208,-2.052328			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.922232,-2.052343			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.922256,-2.052359			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.922281,-2.052375			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.922305,-2.052391			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.92233,-2.052406			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.922354,-2.052422			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.922378,-2.052438			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.922403,-2.052454			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.922427,-2.052469			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.922452,-2.052485			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.922476,-2.052501			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.9225,-2.052517			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.922525,-2.052532			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.922549,-2.052548			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.922573,-2.052564			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.922598,-2.052579			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.922622,-2.052595			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.922647,-2.052611			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.922671,-2.052627			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.922695,-2.052643			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.922719,-2.052659			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.922744,-2.052676			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.916357,-2.044915			http://gizakatea.gureeskudago.net/assets/images/reserved.png	4,4	-2,-2
42.916372,-2.044945			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.916387,-2.044975			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.916403,-2.045005			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.916418,-2.045036			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.916433,-2.045066			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.916449,-2.045096			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.916464,-2.045126			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.916479,-2.045156			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.916495,-2.045187			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.91651,-2.045217			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.916525,-2.045247			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.916541,-2.045277			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.916556,-2.045307			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.916571,-2.045338			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.916587,-2.045368			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.916603,-2.045398			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.916618,-2.045427			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.916634,-2.045457			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.91665,-2.045487			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.916666,-2.045516			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.916682,-2.045546			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.916698,-2.045575			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.916714,-2.045605			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.916732,-2.045633			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.916749,-2.04566			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.916767,-2.045688			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.916785,-2.045716			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.916802,-2.045744			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.91682,-2.045772			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.916837,-2.045799			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.916855,-2.045827			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.916873,-2.045855			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.91689,-2.045883			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.916908,-2.04591			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.916926,-2.045938			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.916943,-2.045966			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.916961,-2.045993			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.916979,-2.046021			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.916997,-2.046048			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.917015,-2.046076			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.917033,-2.046103			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.917054,-2.046126			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.917075,-2.046148			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.917097,-2.046171			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.917118,-2.046193			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.917139,-2.046216			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.917161,-2.046238			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.917182,-2.046261			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.917203,-2.046283			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.917225,-2.046305			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.917246,-2.046328			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.917267,-2.04635			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.917289,-2.046373			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.91731,-2.046395			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.917331,-2.046418			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.917353,-2.04644			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.917374,-2.046463			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.917395,-2.046485			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.917417,-2.046508			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.917438,-2.04653			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.917459,-2.046553			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.917481,-2.046575			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.917503,-2.046595			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.917528,-2.04661			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.917553,-2.046624			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.917577,-2.046638			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.917602,-2.046652			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.917627,-2.046666			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.917652,-2.046681			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.917677,-2.046695			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.917702,-2.046709			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.917727,-2.046723			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.917752,-2.046737			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.917777,-2.046751			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.917802,-2.046765			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.917826,-2.04678			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.917851,-2.046794			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.917876,-2.046808			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.917901,-2.046822			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.917926,-2.046836			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.917951,-2.04685			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
