point	title	description	icon	iconSize	iconOffset
42.861009,-1.712049			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.861024,-1.71208			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.861039,-1.71211			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.861054,-1.712141			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.861069,-1.712171			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.861083,-1.712202			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.861098,-1.712233			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.861113,-1.712263			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.861128,-1.712294			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.861143,-1.712324			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.861158,-1.712355			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.861173,-1.712386			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.861187,-1.712416			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.861202,-1.712447			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.861217,-1.712477			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.861232,-1.712508			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.861247,-1.712538			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.861262,-1.712569			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.861277,-1.712599			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.861292,-1.71263			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.861308,-1.71266			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.861323,-1.712691			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.861338,-1.712721			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.861353,-1.712751			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.861368,-1.712782			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.861383,-1.712812			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.861398,-1.712843			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.861413,-1.712873			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.861428,-1.712903			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.861443,-1.712934			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.861458,-1.712964			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.861473,-1.712995			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.861488,-1.713025			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.861503,-1.713056			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.861519,-1.713086			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.861534,-1.713116			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.861549,-1.713147			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.861564,-1.713177			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.861579,-1.713208			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.861594,-1.713238			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.861609,-1.713269			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.861624,-1.713299			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.861639,-1.713329			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.861654,-1.71336			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.861669,-1.71339			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.861684,-1.713421			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.861699,-1.713451			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.861714,-1.713481			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.86173,-1.713512			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.861745,-1.713542			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.86176,-1.713573			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.861775,-1.713603			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.86179,-1.713634			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.861805,-1.713664			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.86182,-1.713694			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.861835,-1.713725			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.86185,-1.713755			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.861865,-1.713786			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.86188,-1.713816			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.861895,-1.713846			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.86191,-1.713877			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.861926,-1.713907			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.861941,-1.713938			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.861956,-1.713968			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.861971,-1.713998			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.861986,-1.714029			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.862001,-1.714059			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.862016,-1.71409			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.862031,-1.71412			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.862046,-1.71415			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.862062,-1.714181			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.862077,-1.714211			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.862092,-1.714242			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.862107,-1.714272			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.862122,-1.714302			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.862137,-1.714333			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.862152,-1.714363			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.862167,-1.714394			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.862182,-1.714424			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.862197,-1.714455			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.862212,-1.714485			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.862227,-1.714516			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.862242,-1.714546			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.862257,-1.714577			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.862272,-1.714607			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.862287,-1.714638			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.862302,-1.714668			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.862317,-1.714699			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.862332,-1.714729			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.862347,-1.71476			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.862362,-1.71479			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.862377,-1.714821			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.862392,-1.714851			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.862407,-1.714882			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.862422,-1.714912			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.862437,-1.714943			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.862452,-1.714973			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.862467,-1.715004			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.862482,-1.715034			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.862497,-1.715064			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.862512,-1.715095			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.862528,-1.715125			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.862543,-1.715155			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.862558,-1.715185			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.862573,-1.715216			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.862589,-1.715246			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.862604,-1.715276			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.862619,-1.715306			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.862634,-1.715337			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.86265,-1.715367			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.862665,-1.715397			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.86268,-1.715427			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.862695,-1.715458			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.862709,-1.715489			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.862723,-1.715521			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.862737,-1.715552			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.862751,-1.715584			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.862765,-1.715615			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.862779,-1.715646			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.862793,-1.715678			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.862807,-1.715709			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.862821,-1.715741			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.862834,-1.715772			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.862848,-1.715803			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.862863,-1.715834			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.862879,-1.715864			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.862895,-1.715894			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.86291,-1.715924			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.862926,-1.715954			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.862941,-1.715983			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.862957,-1.716013			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.862973,-1.716043			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.862988,-1.716073			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.863004,-1.716103			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.86302,-1.716133			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.863037,-1.716161			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.863053,-1.71619			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.86307,-1.716219			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.863087,-1.716248			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.863104,-1.716276			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.86312,-1.716305			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.863137,-1.716334			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.863154,-1.716363			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.86317,-1.716392			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.863187,-1.71642			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.863204,-1.716449			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.863219,-1.71648			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.863234,-1.71651			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.86325,-1.71654			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.863265,-1.71657			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.86328,-1.7166			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.863296,-1.71663			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.863311,-1.716661			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.863326,-1.716691			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.863342,-1.716721			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.863357,-1.716751			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.863372,-1.716782			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.863385,-1.716814			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.863398,-1.716846			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.863411,-1.716878			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.863424,-1.71691			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.863437,-1.716942			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.863451,-1.716974			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.863464,-1.717006			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.863477,-1.717038			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.86349,-1.71707			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.863503,-1.717102			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.863516,-1.717134			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.863529,-1.717167			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.863542,-1.717199			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.863555,-1.717231			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.863571,-1.717261			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.863586,-1.71729			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.863602,-1.71732			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.863618,-1.71735			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.863634,-1.71738			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.863649,-1.71741			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.863665,-1.717439			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.863681,-1.717469			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.863697,-1.717499			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.863712,-1.717529			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.863726,-1.717561			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.863739,-1.717593			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.863752,-1.717625			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.863766,-1.717656			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.863779,-1.717688			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.863793,-1.71772			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.863808,-1.71775			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.863823,-1.71778			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.863838,-1.717811			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.863853,-1.717841			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.863869,-1.717871			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.863884,-1.717902			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.863899,-1.717932			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.863914,-1.717962			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.863929,-1.717993			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.863944,-1.718023			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.86396,-1.718053			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.863975,-1.718084			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.86399,-1.718114			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.864005,-1.718144			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.86402,-1.718175			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.864035,-1.718205			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.864051,-1.718236			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.864066,-1.718266			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.864081,-1.718296			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.864096,-1.718327			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.864111,-1.718357			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.864126,-1.718387			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.864141,-1.718418			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.864156,-1.718449			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.864171,-1.718479			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.864186,-1.71851			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.864201,-1.71854			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.864216,-1.718571			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
