point	title	description	icon	iconSize	iconOffset
42.95657,-2.13752			http://gizakatea.gureeskudago.net/assets/images/free.png	12,12	-6,-6
42.955908,-2.128788			http://gizakatea.gureeskudago.net/assets/images/free.png	12,12	-6,-6
42.954544,-2.117999			http://gizakatea.gureeskudago.net/assets/images/free.png	12,12	-6,-6
42.957161,-2.113227			http://gizakatea.gureeskudago.net/assets/images/free.png	12,12	-6,-6
42.960325,-2.099256			http://gizakatea.gureeskudago.net/assets/images/free.png	12,12	-6,-6
42.956413,-2.085889			http://gizakatea.gureeskudago.net/assets/images/free.png	12,12	-6,-6
42.948653,-2.080312			http://gizakatea.gureeskudago.net/assets/images/free.png	12,12	-6,-6
42.940342,-2.07727			http://gizakatea.gureeskudago.net/assets/images/free.png	12,12	-6,-6
42.936494,-2.066242			http://gizakatea.gureeskudago.net/assets/images/free.png	12,12	-6,-6
42.931121,-2.056936			http://gizakatea.gureeskudago.net/assets/images/free.png	12,12	-6,-6
42.929966,-2.056223			http://gizakatea.gureeskudago.net/assets/images/free.png	12,12	-6,-6
42.916357,-2.044915			http://gizakatea.gureeskudago.net/assets/images/free.png	12,12	-6,-6
42.916038,-2.038752			http://gizakatea.gureeskudago.net/assets/images/free.png	12,12	-6,-6
42.918689,-2.033627			http://gizakatea.gureeskudago.net/assets/images/free.png	12,12	-6,-6
42.922301,-2.015898			http://gizakatea.gureeskudago.net/assets/images/free.png	12,12	-6,-6
42.924226,-2.001764			http://gizakatea.gureeskudago.net/assets/images/free.png	12,12	-6,-6
42.922241,-1.988524			http://gizakatea.gureeskudago.net/assets/images/free.png	12,12	-6,-6
42.921301,-1.977899			http://gizakatea.gureeskudago.net/assets/images/free.png	12,12	-6,-6
42.919588,-1.969951			http://gizakatea.gureeskudago.net/assets/images/free.png	12,12	-6,-6
42.923959,-1.96046			http://gizakatea.gureeskudago.net/assets/images/free.png	12,12	-6,-6
42.920046,-1.94796			http://gizakatea.gureeskudago.net/assets/images/free.png	12,12	-6,-6
42.918976,-1.942015			http://gizakatea.gureeskudago.net/assets/images/free.png	12,12	-6,-6
42.918755,-1.923873			http://gizakatea.gureeskudago.net/assets/images/free.png	12,12	-6,-6
42.918598,-1.919726			http://gizakatea.gureeskudago.net/assets/images/free.png	12,12	-6,-6
42.916038,-1.899722			http://gizakatea.gureeskudago.net/assets/images/free.png	12,12	-6,-6
42.914368,-1.888359			http://gizakatea.gureeskudago.net/assets/images/free.png	12,12	-6,-6
42.91363,-1.885155			http://gizakatea.gureeskudago.net/assets/images/free.png	12,12	-6,-6
42.909013,-1.879198			http://gizakatea.gureeskudago.net/assets/images/free.png	12,12	-6,-6
42.9094,-1.865432			http://gizakatea.gureeskudago.net/assets/images/free.png	12,12	-6,-6
42.914308,-1.85561			http://gizakatea.gureeskudago.net/assets/images/free.png	12,12	-6,-6
42.915674,-1.850813			http://gizakatea.gureeskudago.net/assets/images/free.png	12,12	-6,-6
42.919032,-1.829042			http://gizakatea.gureeskudago.net/assets/images/free.png	12,12	-6,-6
42.918674,-1.827762			http://gizakatea.gureeskudago.net/assets/images/free.png	12,12	-6,-6
42.913439,-1.815383			http://gizakatea.gureeskudago.net/assets/images/free.png	12,12	-6,-6
42.909863,-1.80647			http://gizakatea.gureeskudago.net/assets/images/free.png	12,12	-6,-6
42.897983,-1.788899			http://gizakatea.gureeskudago.net/assets/images/free.png	12,12	-6,-6
42.892812,-1.778852			http://gizakatea.gureeskudago.net/assets/images/free.png	12,12	-6,-6
42.892547,-1.778441			http://gizakatea.gureeskudago.net/assets/images/free.png	12,12	-6,-6
42.881291,-1.765523			http://gizakatea.gureeskudago.net/assets/images/free.png	12,12	-6,-6
42.880153,-1.761845			http://gizakatea.gureeskudago.net/assets/images/free.png	12,12	-6,-6
42.873796,-1.740789			http://gizakatea.gureeskudago.net/assets/images/free.png	12,12	-6,-6
42.869834,-1.729864			http://gizakatea.gureeskudago.net/assets/images/free.png	12,12	-6,-6
42.864794,-1.719722			http://gizakatea.gureeskudago.net/assets/images/free.png	12,12	-6,-6
42.859785,-1.709588			http://gizakatea.gureeskudago.net/assets/images/free.png	12,12	-6,-6
42.854752,-1.699429			http://gizakatea.gureeskudago.net/assets/images/free.png	12,12	-6,-6
42.849321,-1.689842			http://gizakatea.gureeskudago.net/assets/images/free.png	12,12	-6,-6
42.843121,-1.681735			http://gizakatea.gureeskudago.net/assets/images/free.png	12,12	-6,-6
42.837131,-1.673768			http://gizakatea.gureeskudago.net/assets/images/free.png	12,12	-6,-6
42.832641,-1.667855			http://gizakatea.gureeskudago.net/assets/images/free.png	12,12	-6,-6
42.824484,-1.657183			http://gizakatea.gureeskudago.net/assets/images/free.png	12,12	-6,-6
42.818664,-1.650868			http://gizakatea.gureeskudago.net/assets/images/free.png	12,12	-6,-6
42.814655,-1.646331			http://gizakatea.gureeskudago.net/assets/images/free.png	12,12	-6,-6



